gene_id,Stat3null_ESC_2iLIF_1,Stat3null_ESC_2iLIF_2,Stat3null_EpiSC_2,Stat3null_EpiSC_6,WT_ESC_2iLIF_1,WT_ESC_2iLIF_2,WT_ESC_2i_1,WT_ESC_2i_2,WT_EpiSC_13,WT_EpiSC_8
ENSMUSG00000051951.5|Xkr4,44,32,518,961,4,5,52,33,1384,1023
ENSMUSG00000036504.6|Phpt1,1803,1440,574,876,2080,1827,1886,2049,1039,957
ENSMUSG00000015087.14|Rabl6,3755,3567,6250,8410,6009,5433,4620,4708,11211,9380
ENSMUSG00000026940.3|Ccdc183,0,0,42,73,1,0,12,12,110,62
ENSMUSG00000052403.11|Fcnaos,8,0,8,14,0,2,3,1,34,26
ENSMUSG00000026939.12|Tmem141,156,98,318,372,88,79,188,128,399,496
ENSMUSG00000026938.10|Fcna,0,0,1,5,3,0,0,0,8,16
ENSMUSG00000087612.1|A230005M16Rik,4,3,33,35,0,0,0,18,28,27
ENSMUSG00000049086.8|Bmyc,528,486,1034,1616,1192,1301,684,785,1779,1294
ENSMUSG00000059625.6|Sohlh1,0,22,0,0,38,52,0,0,0,0
ENSMUSG00000058740.14|Kcnt1,57,14,41,51,60,69,13,0,89,40
ENSMUSG00000026933.17|Camsap1,4026,5510,7830,10808,4813,5279,3838,4464,15986,11470
ENSMUSG00000036352.16|Ubac1,4833,4533,3244,4829,5118,5234,4977,5673,6086,4614
ENSMUSG00000087515.1|Gm13554,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026932.14|Nacc2,455,552,440,626,563,743,697,669,901,748
ENSMUSG00000087679.2|C330006A16Rik,1934,2001,2819,4012,2257,2551,2633,3085,5080,4379
ENSMUSG00000087595.1|1810012K08Rik,40,40,50,71,33,29,44,20,120,112
ENSMUSG00000026934.15|Lhx3,0,8,56,32,0,3,7,0,85,32
ENSMUSG00000098977.1|Gm27196,0,0,10,3,0,0,0,0,24,13
ENSMUSG00000036327.18|Qsox2,1495,1780,2610,3816,3181,3063,1613,1782,5154,4426
ENSMUSG00000048038.6|Ccdc187,9,12,175,266,0,0,10,12,199,183
ENSMUSG00000026930.15|Gpsm1,806,561,1886,2742,574,593,783,1032,3586,2947
ENSMUSG00000026928.14|Card9,27,18,39,53,49,50,13,18,111,45
ENSMUSG00000086779.1|Gm13562,29,30,37,121,20,23,17,22,114,96
ENSMUSG00000036281.13|Snapc4,4083,4456,2516,3656,3225,2942,3772,2652,5018,3543
ENSMUSG00000026926.14|Pmpca,10966,10905,6605,9382,13225,13918,10470,10799,13606,10076
ENSMUSG00000026925.16|Inpp5e,948,963,1178,1256,839,900,1025,1025,1777,1361
ENSMUSG00000026924.17|Sec16a,5728,6326,14769,21857,7157,7789,6702,8343,31246,21195
ENSMUSG00000075467.4|Dnlz,791,676,1236,1913,1014,965,854,1006,2357,1951
ENSMUSG00000085767.1|Gm13563,77,75,116,126,85,125,106,58,267,178
ENSMUSG00000026927.17|Sdccag3,3627,3857,3603,5572,3152,3582,3769,3263,8074,5876
ENSMUSG00000086714.1|0610009E02Rik,0,4,14,47,3,16,7,12,70,20
ENSMUSG00000085543.1|Gm13568,0,0,0,1,0,1,0,1,1,1
ENSMUSG00000026923.15|Notch1,5005,5810,6695,9425,3868,4370,3544,5142,20388,11627
ENSMUSG00000098548.1|Mir6996,1,0,1,1,0,0,0,1,9,4
ENSMUSG00000026921.18|Egfl7,1157,1100,426,593,2818,2722,1381,1411,729,777
ENSMUSG00000092356.1|Gm20532,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065540.1|Mir126a,0,0,1,1,0,0,0,0,1,1
ENSMUSG00000105799.1|Mir126b,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026922.13|Agpat2,950,854,681,826,1813,1965,968,1053,1055,924
ENSMUSG00000036186.5|Fam69b,346,301,783,1132,417,347,460,449,1720,1035
ENSMUSG00000097052.2|Snhg7,46,35,175,134,7,16,25,21,195,196
ENSMUSG00000064858.2|Snora43,16,18,11,8,1,2,29,6,12,20
ENSMUSG00000077192.3|Snora17,98,54,68,64,19,22,46,50,75,87
ENSMUSG00000086775.7|Snhg7os,11,9,16,35,5,18,4,5,41,26
ENSMUSG00000082951.1|Gm13359,2,2,0,0,0,0,0,0,0,1
ENSMUSG00000015787.15|Abo,58,8,4,0,19,18,12,11,0,0
ENSMUSG00000036160.13|Surf6,4835,4900,2684,4194,3565,4046,4112,4034,5339,4062
ENSMUSG00000015790.16|Surf1,1492,1425,804,1021,1746,1732,1407,1394,1594,1185
ENSMUSG00000014873.15|Surf2,1930,1689,1555,2170,1514,1658,1476,1396,3117,2069
ENSMUSG00000014867.9|Surf4,10864,9628,9815,16244,9496,8600,10347,11430,20662,17276
ENSMUSG00000015776.12|Med22,3195,3424,3335,5229,4934,4564,2442,2582,7278,5164
ENSMUSG00000062647.16|Rpl7a,41826,53357,11876,29090,54362,40978,26922,32300,50111,38553
ENSMUSG00000065258.1|Gm23969,83,62,115,128,76,51,44,32,217,122
ENSMUSG00000064829.3|Gm22879,1,1,1,1,1,1,1,1,1,1
ENSMUSG00000065295.1|Gm24134,1,1,1,1,1,1,1,1,1,1
ENSMUSG00000049897.14|Stkld1,0,9,38,39,2,9,0,0,94,65
ENSMUSG00000052406.14|Rexo4,3115,3512,1400,1986,2064,1894,2945,2594,2567,2006
ENSMUSG00000014852.16|Adamts13,8,0,7,8,4,0,2,0,17,2
ENSMUSG00000015488.14|Cacfd1,895,881,2008,2755,898,1042,924,736,3249,2943
ENSMUSG00000036067.12|Slc2a6,22,0,348,558,0,6,78,84,674,656
ENSMUSG00000009214.9|Tmem8c,7,0,0,0,0,0,7,4,0,4
ENSMUSG00000009216.7|Fam163b,20,32,695,913,8,8,16,27,1303,1069
ENSMUSG00000000889.8|Dbh,0,0,0,0,0,4,0,0,0,0
ENSMUSG00000009614.16|Sardh,16,0,5,17,21,0,0,8,30,7
ENSMUSG00000091192.1|Sardhos,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000009621.18|Vav2,1709,1857,3934,5427,1224,1058,1907,1875,6940,5549
ENSMUSG00000086669.1|AA645442,0,0,14,10,0,0,0,0,27,12
ENSMUSG00000076364.1|Gm24049,2,0,7,4,0,0,0,0,5,3
ENSMUSG00000026918.16|Brd3,6797,7587,11903,17775,6607,7628,8678,8690,21478,16839
ENSMUSG00000098812.1|Mir7578,1,0,2,2,0,0,3,0,5,2
ENSMUSG00000026917.15|Wdr5,10701,11329,8335,12579,16286,17681,12099,12084,16870,13493
ENSMUSG00000085929.1|Gm13421,3,0,32,36,18,50,32,15,49,41
ENSMUSG00000015846.14|Rxra,1288,1194,2144,2971,1857,1820,1801,1976,4458,3700
ENSMUSG00000085766.1|2810430I11Rik,0,2,5,9,0,0,18,0,28,11
ENSMUSG00000026837.15|Col5a1,1742,1538,1411,2166,1028,1010,2817,3723,4521,2939
ENSMUSG00000086560.1|Gm13372,5,4,4,0,0,0,4,0,16,4
ENSMUSG00000026833.18|Olfm1,431,371,961,1607,299,266,440,651,2017,1968
ENSMUSG00000035829.13|Ppp1r26,377,406,890,1314,273,328,24,570,1384,1306
ENSMUSG00000026831.16|1700007K13Rik,946,780,350,252,236,288,1183,1134,646,310
ENSMUSG00000035772.11|Mrps2,4753,5101,3932,5223,3387,3898,4453,4986,6978,5194
ENSMUSG00000082895.1|Rpsa-ps9,104,46,30,38,144,89,103,92,68,50
ENSMUSG00000026829.9|Gbgt1,30,33,10,9,74,100,16,31,19,10
ENSMUSG00000063611.4|Gm10134,3,10,0,2,11,9,8,9,0,7
ENSMUSG00000026821.15|Ralgds,3037,3524,1462,2352,978,1100,3264,2676,3295,2170
ENSMUSG00000026818.5|Cel,5,0,3,3,0,0,0,0,14,14
ENSMUSG00000087667.8|Gm13381,3,2,0,6,7,0,6,0,25,5
ENSMUSG00000026816.14|Gtf3c5,2759,2570,2765,4306,3661,3768,2319,2597,5494,3890
ENSMUSG00000026815.14|Gfi1b,14,7,20,0,25,16,4,8,13,0
ENSMUSG00000026812.16|Tsc1,2802,3233,3716,5712,3191,3327,2985,2788,6760,5339
ENSMUSG00000026809.15|1700026L06Rik,0,37,21,29,4,26,31,26,44,34
ENSMUSG00000026807.8|Ak8,47,56,130,199,72,79,104,56,254,173
ENSMUSG00000092832.1|Mir3088,0,0,1,1,0,0,0,0,1,0
ENSMUSG00000082796.1|Gm13385,0,0,2,0,0,0,0,0,3,0
ENSMUSG00000083115.1|Gm13386,0,0,0,2,0,0,0,0,0,0
ENSMUSG00000026806.15|Ddx31,1519,1788,1220,1761,1307,1473,1198,1411,2580,1949
ENSMUSG00000026805.14|Barhl1,14,10,20,41,6,18,26,5,25,36
ENSMUSG00000079502.8|Cfap77,49,28,93,153,89,153,129,150,148,149
ENSMUSG00000035666.14|Gtf3c4,4035,5317,6761,9808,5531,6525,3974,4475,14092,10976
ENSMUSG00000083773.4|Gm13394,71248,58207,55302,97935,77689,77990,64044,65988,165197,158185
ENSMUSG00000026803.17|Ttf1,1787,2248,1298,1680,1604,1827,2104,1405,2556,1985
ENSMUSG00000086519.1|Gm13393,0,11,0,4,0,0,0,0,4,0
ENSMUSG00000082788.1|Gm13396,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000043535.13|Setx,11742,14540,15543,22594,9481,10714,12585,14247,31998,22173
ENSMUSG00000035513.19|Ntng2,25,19,40,71,44,35,29,0,48,69
ENSMUSG00000079499.9|6530402F18Rik,0,4,0,15,14,0,0,25,142,9
ENSMUSG00000086994.1|Gm13402,0,0,4,0,0,0,2,0,4,6
ENSMUSG00000026799.15|Med27,1161,1009,986,1704,1959,1733,906,1134,2009,1562
ENSMUSG00000089597.1|Gm24976,0,0,0,0,0,0,0,0,2,1
ENSMUSG00000098539.1|Mir133c,0,0,1,1,0,0,0,0,1,0
ENSMUSG00000082413.1|Gm13401,7,0,3,0,0,0,0,0,2,0
ENSMUSG00000048316.3|Gm9823,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000039844.19|Rapgef1,8928,10016,8191,12345,10893,12061,11313,12139,15162,12951
ENSMUSG00000079497.4|Gm13420,11,16,27,28,102,39,64,34,44,19
ENSMUSG00000075425.10|Gm13547,4,0,17,12,10,9,0,0,16,14
ENSMUSG00000039826.13|Trub2,3232,2953,3267,4768,4568,5117,3040,2602,6398,4693
ENSMUSG00000026798.10|Coq4,951,906,869,1331,687,620,991,1036,1542,1352
ENSMUSG00000059316.2|Slc27a4,3523,3378,651,1125,2751,2930,3145,3270,1391,1236
ENSMUSG00000069020.9|Urm1,3917,3612,1365,2197,4246,3642,4007,3535,3263,2440
ENSMUSG00000039787.13|Cercam,1834,1779,1776,2541,1260,1212,2109,2491,3682,2786
ENSMUSG00000039798.2|2600006K01Rik,56,59,21,21,31,0,35,29,70,39
ENSMUSG00000026790.19|Odf2,14518,15126,9483,13354,16662,17716,15106,12950,17732,15093
ENSMUSG00000088348.1|Gm23865,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019715.14|Gle1,4195,4503,2072,3024,4797,4439,3916,3671,3979,3317
ENSMUSG00000057738.13|Sptan1,36754,38076,19036,27564,28204,29385,37602,42674,48132,32663
ENSMUSG00000039715.8|Wdr34,2249,2287,399,613,1593,1538,1631,1680,761,687
ENSMUSG00000098453.1|Mir6997,7,0,0,7,0,0,1,2,10,8
ENSMUSG00000054766.13|Set,77072,80350,72694,110959,64495,61978,74682,78966,126647,111013
ENSMUSG00000026785.14|Pkn3,991,959,646,920,1468,1543,1270,714,1345,1139
ENSMUSG00000015335.16|Zdhhc12,2686,2789,716,1011,1577,1533,3047,2729,1228,903
ENSMUSG00000039686.14|Zer1,1197,1142,2092,3236,1293,1334,1458,1130,4236,3364
ENSMUSG00000039660.16|D2Wsu81e,3207,3269,1558,2234,2438,2706,3586,3671,2663,2172
ENSMUSG00000039648.14|Ccbl1,432,373,433,587,672,853,360,385,709,731
ENSMUSG00000079484.12|Phyhd1,7,2,127,283,246,319,66,71,379,176
ENSMUSG00000098794.1|Gm28038,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084892.1|Gm14471,0,5,47,86,0,4,0,5,128,113
ENSMUSG00000039678.12|Tbc1d13,7247,8023,2508,3885,4923,5323,9546,11123,4927,3848
ENSMUSG00000085401.2|Slc39a1-ps,45,96,81,108,59,48,107,93,113,106
ENSMUSG00000015337.5|Endog,1339,1086,103,144,790,726,1041,1304,139,153
ENSMUSG00000100747.4|1700084E18Rik,10,3,69,167,39,25,21,40,250,129
ENSMUSG00000007476.18|Lrrc8a,1296,1556,3775,6040,1321,1335,1089,1417,9466,6872
ENSMUSG00000099041.1|Gm28035,68,36,134,152,48,72,22,1,737,802
ENSMUSG00000075419.4|Dolk,627,636,435,619,986,1051,557,639,758,599
ENSMUSG00000052533.14|Nup188,15435,18483,22320,33847,18828,18950,14678,17623,43943,35783
ENSMUSG00000026860.16|Sh3glb2,2195,2401,999,1549,3003,2977,2719,2140,2059,1623
ENSMUSG00000026858.18|Fam73b,1243,1354,1143,1506,1131,1465,1408,1275,2187,1571
ENSMUSG00000105537.1|AL954388.1,1,1,1,1,1,1,1,1,1,1
ENSMUSG00000026856.14|Dolpp1,1733,1815,1445,2384,2316,2826,1660,1516,2852,2424
ENSMUSG00000026853.15|Crat,1236,1300,1925,2527,1485,1525,1402,1601,3843,2955
ENSMUSG00000087435.1|Gm16323,0,0,23,25,12,0,3,0,25,18
ENSMUSG00000039515.11|Ppp2r4,9616,8372,6991,9854,10657,11290,8995,10774,14078,11916
ENSMUSG00000089762.3|Ier5l,3742,3452,889,1236,4503,5219,4048,4376,2412,1564
ENSMUSG00000085275.1|Gm14487,0,0,0,4,0,5,0,0,0,0
ENSMUSG00000075416.5|Gm14488,4,0,9,1,0,0,0,0,16,10
ENSMUSG00000044320.14|1700001O22Rik,221,107,101,138,304,285,392,331,116,166
ENSMUSG00000085491.1|4930527E20Rik,0,11,9,11,19,0,36,16,20,10
ENSMUSG00000026857.9|Ntmt1,2475,2156,1745,2347,1749,2413,2952,3012,3135,2669
ENSMUSG00000039483.10|Asb6,3810,3229,1599,2184,4035,3557,3471,3753,3373,2413
ENSMUSG00000039476.13|Prrx2,265,116,103,104,340,492,322,403,217,156
ENSMUSG00000050737.13|Ptges,230,176,329,315,1332,1330,364,372,489,380
ENSMUSG00000084143.1|Gm13400,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026848.14|Tor1b,2252,3142,2465,3466,1716,2083,2781,1979,5367,3478
ENSMUSG00000026854.16|Usp20,699,804,1021,1296,1092,994,979,848,1589,1085
ENSMUSG00000026849.18|Tor1a,2220,1700,839,1457,2180,2280,1590,1755,1692,1289
ENSMUSG00000026851.9|BC005624,2388,1976,1184,1926,1628,1710,2191,2229,2580,1918
ENSMUSG00000075415.13|Fnbp1,3551,3456,2024,3054,3916,4220,4939,4570,4373,2983
ENSMUSG00000087269.1|D330023K18Rik,20,13,24,42,27,18,31,42,87,27
ENSMUSG00000000194.13|Gpr107,3550,3823,3845,5956,6030,6580,3873,4349,8254,6364
ENSMUSG00000087430.1|Gm13405,0,8,11,14,0,0,0,0,24,18
ENSMUSG00000088891.1|Gm22516,4,2,5,7,2,0,9,3,19,15
ENSMUSG00000062661.6|Ncs1,1043,761,2993,3749,636,665,1046,1231,4519,3904
ENSMUSG00000055632.17|Hmcn2,130,96,35,56,355,442,177,107,81,42
ENSMUSG00000076441.9|Ass1,8526,8708,1340,1694,12345,11455,11911,13741,3755,1175
ENSMUSG00000026843.15|Fubp3,8961,10504,4486,6767,12283,14118,11777,11562,8651,7267
ENSMUSG00000098904.1|Mir6998,5,1,3,4,3,4,9,1,3,9
ENSMUSG00000085224.2|Gm13425,0,0,0,8,14,12,0,0,0,0
ENSMUSG00000079466.2|Prdm12,0,0,10,0,7,11,14,0,6,0
ENSMUSG00000039356.15|Exosc2,5379,4716,1880,2432,4664,4805,4587,4796,2871,2409
ENSMUSG00000026842.16|Abl1,6545,8020,9047,13278,8759,9465,9758,10353,16011,13393
ENSMUSG00000087549.1|Gm13427,26,0,18,46,14,7,29,13,54,16
ENSMUSG00000043102.2|Qrfp,4,4,27,28,12,0,3,0,58,48
ENSMUSG00000026841.7|Fibcd1,20,9,51,156,9,7,7,5,211,172
ENSMUSG00000086356.1|Gm13441,0,0,0,0,4,0,0,0,0,0
ENSMUSG00000026840.14|Lamc3,4,0,0,23,58,47,18,15,38,35
ENSMUSG00000001864.13|Aif1l,1415,1500,1596,2858,554,579,1412,1570,3212,2418
ENSMUSG00000085737.1|Gm13442,0,0,3,12,0,0,0,0,11,7
ENSMUSG00000081480.1|Gm13608,0,0,71,133,11,0,0,0,228,120
ENSMUSG00000001855.15|Nup214,8592,8633,9636,13859,6857,6457,7981,11094,18415,13917
ENSMUSG00000090157.7|Gm16534,92,29,49,18,4,12,60,11,64,48
ENSMUSG00000099075.1|Mir7674,0,1,0,0,0,0,1,0,0,0
ENSMUSG00000050592.8|Fam78a,254,358,129,307,1134,1050,423,422,458,267
ENSMUSG00000086192.1|Gm13609,3,12,18,34,8,0,4,0,37,37
ENSMUSG00000051373.5|Plpp7,91,51,47,51,137,167,44,90,130,117
ENSMUSG00000099155.1|Gm27805,0,0,6,16,3,0,2,0,20,10
ENSMUSG00000039262.16|Prrc2b,20342,25080,30178,45694,29712,34375,26273,30037,74192,53801
ENSMUSG00000039254.16|Pomt1,1219,1358,1137,1659,2052,2188,1584,1391,2336,2089
ENSMUSG00000094382.1|Gm22192,5,3,6,12,5,0,3,3,29,16
ENSMUSG00000094251.1|Gm25632,10,3,14,5,9,3,10,1,16,10
ENSMUSG00000086216.1|Gm13610,2,0,10,0,0,0,0,0,15,9
ENSMUSG00000002550.16|Uck1,2191,2067,1530,2161,3068,3105,1736,1671,2872,2151
ENSMUSG00000066068.5|Gm13611,43,61,64,23,84,53,39,57,79,68
ENSMUSG00000002546.16|Golga2,3234,3528,1060,1470,2987,3364,3910,3173,2107,1621
ENSMUSG00000044627.11|Swi5,5305,4129,8619,12899,7128,6822,5726,6284,17939,13396
ENSMUSG00000026825.17|Dnm1,418,411,596,925,888,865,550,357,1268,997
ENSMUSG00000092765.3|Gm23363,0,2,0,0,1,0,0,0,0,0
ENSMUSG00000092807.1|Mir199b,0,0,0,0,1,0,0,0,2,0
ENSMUSG00000039205.16|Ciz1,1256,1338,1360,2093,1719,1989,1751,1201,2624,2017
ENSMUSG00000039195.4|1110008P14Rik,959,727,367,736,1089,878,988,965,718,519
ENSMUSG00000026822.14|Lcn2,5,0,0,0,0,0,0,0,3,0
ENSMUSG00000026820.5|Ptges2,1597,1313,385,581,1293,1061,1516,1479,729,670
ENSMUSG00000083004.1|Gm13413,3,2,15,8,4,0,2,0,18,4
ENSMUSG00000026819.15|Slc25a25,1773,1805,1317,2077,2674,2387,1495,1649,2630,2081
ENSMUSG00000039164.2|Naif1,270,404,395,587,476,825,521,678,708,457
ENSMUSG00000039157.12|Fam102a,1385,1647,1145,1576,2064,2687,1710,1818,1959,1167
ENSMUSG00000046854.16|Pip5kl1,52,32,274,381,71,43,90,50,323,244
ENSMUSG00000026810.12|Dpm2,1328,1190,863,1173,867,1058,1441,1459,1666,1316
ENSMUSG00000075405.3|9430097D07Rik,22,2,43,64,19,6,4,0,88,46
ENSMUSG00000093147.1|Gm23369,0,0,0,0,0,4,0,0,2,0
ENSMUSG00000079442.12|St6galnac4,541,610,442,614,409,531,684,692,822,689
ENSMUSG00000026811.18|St6galnac6,622,641,551,806,870,961,973,934,933,1012
ENSMUSG00000026817.14|Ak1,5239,5564,2235,2943,3354,2887,5738,5629,6476,4774
ENSMUSG00000093336.1|Mir1954,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105312.1|AL772271.1,0,0,1,1,1,1,0,0,1,1
ENSMUSG00000093277.1|Gm26236,0,0,1,3,2,3,0,0,5,6
ENSMUSG00000009566.12|Fpgs,5585,6268,1275,1775,4588,4565,5627,5624,2265,1711
ENSMUSG00000098972.1|Mir8093,0,0,1,1,0,0,0,0,1,1
ENSMUSG00000026814.16|Eng,4182,4359,239,255,5666,5738,3761,4144,1033,444
ENSMUSG00000009555.16|Cdk9,7322,7355,1874,2428,5794,5363,8699,8683,3386,2951
ENSMUSG00000093280.1|Mir2861,1,1,0,1,1,1,1,1,0,1
ENSMUSG00000105841.1|Mir3960,1,1,1,1,1,1,1,1,1,1
ENSMUSG00000059013.12|Sh2d3c,496,383,305,450,222,189,423,495,524,460
ENSMUSG00000009551.2|6330409D20Rik,0,0,13,13,0,0,0,0,11,14
ENSMUSG00000009563.16|Tor2a,2578,2561,1498,2373,3068,3163,2751,2894,3596,2569
ENSMUSG00000039021.15|Ttc16,22,26,43,73,39,1,24,0,107,114
ENSMUSG00000053746.8|Ptrh1,684,539,115,122,722,761,896,946,262,151
ENSMUSG00000038987.8|Cfap157,13,23,86,79,38,52,39,70,128,87
ENSMUSG00000026797.16|Stxbp1,1411,1848,4371,5276,1103,1123,2091,2256,6283,6874
ENSMUSG00000064652.1|Gm24165,0,0,2,2,2,12,0,0,6,7
ENSMUSG00000085397.1|Gm13524,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000087496.1|Gm13523,0,0,6,19,0,0,0,5,33,31
ENSMUSG00000026796.16|Fam129b,6890,6651,1834,3073,5376,5232,8418,10230,6369,4376
ENSMUSG00000026792.16|Lrsam1,981,1163,664,965,1048,1118,1390,1168,1299,917
ENSMUSG00000038900.17|Rpl12,77331,65807,22439,30964,102846,92382,72227,70285,44562,35294
ENSMUSG00000065124.1|Snora65,1,1,1,1,1,1,1,1,1,1
ENSMUSG00000026791.14|Slc2a8,650,722,739,1285,1187,1234,760,734,1343,1186
ENSMUSG00000038860.15|Garnl3,802,711,1042,1399,885,837,776,625,2157,1477
ENSMUSG00000104277.1|Gm38299,20,9,15,32,24,12,11,13,72,28
ENSMUSG00000038831.16|Ralgps1,400,534,2276,3001,729,881,574,616,3703,3514
ENSMUSG00000085087.1|Gm13528,0,0,0,2,2,15,2,0,0,0
ENSMUSG00000088836.1|Gm23546,0,0,0,0,0,1,0,0,0,2
ENSMUSG00000004105.8|Angptl2,91,92,294,413,37,82,198,220,708,501
ENSMUSG00000082844.1|Gm13537,0,0,3,5,0,0,0,0,6,5
ENSMUSG00000093138.1|Gm25998,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068966.10|Zbtb34,1167,1818,4470,6242,2322,3263,1397,1615,7744,6074
ENSMUSG00000026788.13|Zbtb43,1194,2084,1840,2870,1835,3337,1781,1709,3903,2997
ENSMUSG00000038765.13|Lmx1b,206,288,86,158,783,731,306,172,191,169
ENSMUSG00000104403.1|Gm38011,0,0,0,0,0,0,0,0,3,4
ENSMUSG00000052951.5|C130021I20Rik,52,34,10,38,24,34,58,28,38,27
ENSMUSG00000081244.3|Gm13529,4,0,0,0,0,3,0,0,3,0
ENSMUSG00000086484.1|Nron,0,0,21,19,0,0,0,0,34,14
ENSMUSG00000089596.1|Nron,0,0,0,0,0,0,0,0,1,1
ENSMUSG00000038740.9|Mvb12b,523,510,2318,3025,1718,1543,810,942,3973,3127
ENSMUSG00000086904.1|Gm13404,0,0,0,0,0,13,10,4,0,0
ENSMUSG00000103413.1|Gm38389,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087461.2|C230014O12Rik,4,10,0,4,15,4,18,5,0,11
ENSMUSG00000038718.15|Pbx3,975,930,3750,4850,831,821,725,895,6053,5091
ENSMUSG00000084908.2|C79798,0,0,100,83,0,0,0,0,143,65
ENSMUSG00000038696.14|Mapkap1,3175,2530,3539,5347,2914,3089,2812,2947,7065,5714
ENSMUSG00000083503.1|Gm13407,0,0,12,11,0,0,0,0,27,28
ENSMUSG00000083233.1|Gm13406,0,0,2,2,0,0,0,0,8,4
ENSMUSG00000081992.1|Gm13408,418,617,623,716,752,443,447,528,1098,798
ENSMUSG00000087635.3|Gm13414,414,340,46,50,195,231,312,328,77,85
ENSMUSG00000026867.18|Gapvd1,6447,7716,8888,12784,6733,6496,6010,6659,17747,14157
ENSMUSG00000070953.13|Rabepk,1471,1248,974,1273,1801,1815,1057,1192,1474,1455
ENSMUSG00000026864.13|Hspa5,33925,26178,23869,44085,24462,15726,30977,35441,59407,38571
ENSMUSG00000035949.15|Fbxw2,4127,3813,2912,4453,2345,2627,3618,3699,6532,4518
ENSMUSG00000107167.1|Gm34653,36,89,3,0,8,0,23,37,0,0
ENSMUSG00000026869.12|Psmd5,5085,5424,2666,4568,5639,5839,4515,5079,5706,4182
ENSMUSG00000026870.19|Cutal,21,20,41,38,32,23,19,11,33,38
ENSMUSG00000026873.9|Phf19,886,1412,708,1074,451,493,471,620,1359,1106
ENSMUSG00000086001.1|Gm13448,0,0,14,13,7,0,0,0,1,0
ENSMUSG00000088754.1|Gm24905,3,4,0,0,0,0,2,0,0,0
ENSMUSG00000026875.14|Traf1,40,67,0,4,53,110,48,56,6,13
ENSMUSG00000083533.2|Gm13450,3,0,0,0,0,0,0,0,1,0
ENSMUSG00000026874.10|Hc,18,0,4,0,18,0,0,0,5,0
ENSMUSG00000085599.1|Gm13449,0,0,0,0,0,0,0,0,4,0
ENSMUSG00000035875.14|AI182371,0,0,15,39,19,6,11,0,29,16
ENSMUSG00000057110.15|Cntrl,2321,2482,3411,4364,2918,3686,2699,2083,5713,4728
ENSMUSG00000026878.16|Rab14,5066,5745,7272,10432,8069,8623,4737,4938,15114,11646
ENSMUSG00000026879.14|Gsn,1006,948,190,474,119,178,2241,2456,734,642
ENSMUSG00000106961.1|Gm43128,0,0,0,0,0,0,4,0,4,4
ENSMUSG00000026880.11|Stom,509,484,1400,2193,934,955,399,464,1422,2809
ENSMUSG00000075391.6|Gm13443,1922,2039,25,19,3372,3276,3690,3909,38,771
ENSMUSG00000079421.8|4930402F06Rik,3,0,4,6,0,0,0,0,4,8
ENSMUSG00000035778.17|Ggta1,891,1121,3142,14466,2155,2303,1228,1612,4333,13696
ENSMUSG00000106856.1|Gm43761,0,0,17,65,0,0,0,0,10,38
ENSMUSG00000081841.1|Gm13444,4,0,0,0,0,0,0,0,0,0
ENSMUSG00000085668.2|Gm35202,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086555.2|Gm13446,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026883.17|Dab2ip,3455,4123,6190,10500,3833,4106,6499,6649,11273,10914
ENSMUSG00000026885.13|Ttll11,47,39,26,25,74,68,48,49,15,30
ENSMUSG00000107106.1|Gm43760,0,0,0,0,0,0,0,0,0,3
ENSMUSG00000086449.1|9030204H09Rik,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106994.1|Gm10829,8,0,0,4,3,0,3,0,14,9
ENSMUSG00000026895.7|Ndufa8,3624,2661,916,1139,2812,3006,3076,3605,1442,1292
ENSMUSG00000107351.1|Gm43764,0,0,0,0,0,4,0,0,4,0
ENSMUSG00000026894.4|Morn5,2,0,0,4,0,10,0,0,0,0
ENSMUSG00000026890.19|Lhx6,104,52,61,57,100,114,112,63,111,58
ENSMUSG00000098312.1|Gm27953,0,1,1,1,0,0,0,1,1,1
ENSMUSG00000026889.12|Rbm18,1742,1793,2650,4159,2953,3002,1625,1501,6223,4661
ENSMUSG00000081496.1|Gm13428,0,0,1,0,0,0,0,0,1,2
ENSMUSG00000026887.9|Mrrf,1083,1230,1101,1771,1093,1104,937,1027,2435,2073
ENSMUSG00000085141.1|Gm13429,24,0,0,5,0,0,4,0,7,0
ENSMUSG00000087187.1|Gm13431,3,0,7,5,0,4,12,0,0,13
ENSMUSG00000047250.13|Ptgs1,141,145,12,15,212,188,380,280,12,22
ENSMUSG00000106933.1|Gm43621,0,22,0,4,0,0,0,6,0,4
